"ID","Category","Name","Method","Checked","Observed","Recommended","Operator","Severity","Result","Detail","Hostname"
"10306","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\Rules\d1e49aac-8f56-4280-b9ba-993a6d77406c","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\Rules\d1e49aac-8f56-4280-b9ba-993a6d77406c","","2","=","Medium","Medium","Result=, Recommended=2",
"10307","Registry (MS baseline)","Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\Network Protection\EnableNetworkProtection","Registry","HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\Network Protection\EnableNetworkProtection","","1","=","Medium","Medium","Result=, Recommended=1",
"10308","Registry (MS baseline)","SOFTWARE\Policies\Microsoft\FVE\UseEnhancedPin","Registry","HKLM:\SOFTWARE\Policies\Microsoft\FVE\UseEnhancedPin","","1","=","Medium","Medium","Result=, Recommended=1",
"10309","Registry (MS baseline)","SOFTWARE\Policies\Microsoft\FVE\RDVDenyCrossOrg","Registry","HKLM:\SOFTWARE\Policies\Microsoft\FVE\RDVDenyCrossOrg","","0","=","Medium","Medium","Result=, Recommended=0",
"10310","Registry (MS baseline)","SOFTWARE\Policies\Microsoft\FVE\DisableExternalDMAUnderLock","Registry","HKLM:\SOFTWARE\Policies\Microsoft\FVE\DisableExternalDMAUnderLock","","1","=","Medium","Medium","Result=, Recommended=1",
"10311","Registry (MS baseline)","SOFTWARE\Policies\Microsoft\Power\PowerSettings\abfc2519-3608-4c2a-94ea-171b0ed546ab\DCSettingIndex","Registry","HKLM:\SOFTWARE\Policies\Microsoft\Power\PowerSettings\abfc2519-3608-4c2a-94ea-171b0ed546ab\DCSettingIndex","","0","=","Medium","Medium","Result=, Recommended=0",
"10312","Registry (MS baseline)","SOFTWARE\Policies\Microsoft\Power\PowerSettings\abfc2519-3608-4c2a-94ea-171b0ed546ab\ACSettingIndex","Registry","HKLM:\SOFTWARE\Policies\Microsoft\Power\PowerSettings\abfc2519-3608-4c2a-94ea-171b0ed546ab\ACSettingIndex","","0","=","Medium","Medium","Result=, Recommended=0",
"10313","Registry (MS baseline)","SOFTWARE\Policies\Microsoft\Windows\DeviceInstall\Restrictions\DenyDeviceClasses","Registry","HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceInstall\Restrictions\DenyDeviceClasses","","1","=","Medium","Medium","Result=, Recommended=1",
"10314","Registry (MS baseline)","SOFTWARE\Policies\Microsoft\Windows\DeviceInstall\Restrictions\DenyDeviceClassesRetroactive","Registry","HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceInstall\Restrictions\DenyDeviceClassesRetroactive","","1","=","Medium","Medium","Result=, Recommended=1",
"10315","Registry (MS baseline)","SOFTWARE\Policies\Microsoft\Windows\DeviceInstall\Restrictions\DenyDeviceClasses\1","Registry","HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceInstall\Restrictions\DenyDeviceClasses\1","","{d48179be-ec20-11d1-b6b8-00c04fa372a7}","=","Medium","Medium","Result=, Recommended={d48179be-ec20-11d1-b6b8-00c04fa372a7}",
"10316","Registry (MS baseline)","System\CurrentControlSet\Policies\Microsoft\FVE\RDVDenyWriteAccess","Registry","HKLM:\System\CurrentControlSet\Policies\Microsoft\FVE\RDVDenyWriteAccess","","1","=","Medium","Medium","Result=, Recommended=1",
"10317","Registry (MS baseline)","SOFTWARE\Policies\Microsoft\Windows\DeviceGuard\EnableVirtualizationBasedSecurity","Registry","HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard\EnableVirtualizationBasedSecurity","","1","=","Medium","Medium","Result=, Recommended=1",
"10318","Registry (MS baseline)","SOFTWARE\Policies\Microsoft\Windows\DeviceGuard\RequirePlatformSecurityFeatures","Registry","HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard\RequirePlatformSecurityFeatures","","1","=","Medium","Medium","Result=, Recommended=1",
"10319","Registry (MS baseline)","SOFTWARE\Policies\Microsoft\Windows\DeviceGuard\HypervisorEnforcedCodeIntegrity","Registry","HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard\HypervisorEnforcedCodeIntegrity","","1","=","Medium","Medium","Result=, Recommended=1",
"10320","Registry (MS baseline)","SOFTWARE\Policies\Microsoft\Windows\DeviceGuard\HVCIMATRequired","Registry","HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard\HVCIMATRequired","","1","=","Medium","Medium","Result=, Recommended=1",
"10321","Registry (MS baseline)","SOFTWARE\Policies\Microsoft\Windows\DeviceGuard\LsaCfgFlags","Registry","HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard\LsaCfgFlags","","1","=","Medium","Medium","Result=, Recommended=1",
"10322","Registry (MS baseline)","SOFTWARE\Policies\Microsoft\Windows\DeviceGuard\MachineIdentityIsolation","Registry","HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard\MachineIdentityIsolation","","3","=","Medium","Medium","Result=, Recommended=3",
"10323","Registry (MS baseline)","SOFTWARE\Policies\Microsoft\Windows\DeviceGuard\ConfigureSystemGuardLaunch","Registry","HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard\ConfigureSystemGuardLaunch","","1","=","Medium","Medium","Result=, Recommended=1",
"10324","Registry (MS baseline)","SOFTWARE\Policies\Microsoft\Windows\DeviceGuard\ConfigureKernelShadowStacksLaunch","Registry","HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard\ConfigureKernelShadowStacksLaunch","","1","=","Medium","Medium","Result=, Recommended=1",
"10325","Account Policy (MS baseline)","System Access: LSAAnonymousNameLookup","secedit","Policy: LSAAnonymousNameLookup","","0","=","Medium","Skipped","Requires elevation; session not admin",
"10326","Security Options (MS baseline)","Software\Microsoft\Windows\CurrentVersion\Policies\System\ConsentPromptBehaviorEnhancedAdmin","Registry","HKLM:\Software/Microsoft/Windows/CurrentVersion/Policies/System\ConsentPromptBehaviorEnhancedAdmin","","1","=","Medium","Medium","Result=, Recommended=1",
"10327","Security Options (MS baseline)","Software\Microsoft\Windows\CurrentVersion\Policies\System\TypeOfAdminApprovalMode","Registry","HKLM:\Software/Microsoft/Windows/CurrentVersion/Policies/System\TypeOfAdminApprovalMode","","2","=","Medium","Medium","Result=, Recommended=2",
"10328","Security Options (MS baseline)","Software\Microsoft\Windows NT\CurrentVersion\Winlogon\ScRemoveOption","Registry","HKLM:\Software/Microsoft/Windows NT/CurrentVersion/Winlogon\ScRemoveOption","","""1""","=","Medium","Medium","Result=, Recommended=""1""",
"10329","Security Options (MS baseline)","Software\Microsoft\Windows\CurrentVersion\Policies\System\InactivityTimeoutSecs","Registry","HKLM:\Software/Microsoft/Windows/CurrentVersion/Policies/System\InactivityTimeoutSecs","","900","=","Medium","Medium","Result=, Recommended=900",
"10330","Security Options (MS baseline)","System\CurrentControlSet\Services\LanmanWorkstation\Parameters\EnablePlainTextPassword","Registry","HKLM:\System/CurrentControlSet/Services/LanmanWorkstation/Parameters\EnablePlainTextPassword","","0","=","Medium","Medium","Result=, Recommended=0",
"10331","Security Options (MS baseline)","System\CurrentControlSet\Control\Lsa\LimitBlankPasswordUse","Registry","HKLM:\System/CurrentControlSet/Control/Lsa\LimitBlankPasswordUse","","1","=","Medium","Medium","Result=, Recommended=1",
"10332","Security Options (MS baseline)","System\CurrentControlSet\Control\Lsa\RestrictAnonymousSAM","Registry","HKLM:\System/CurrentControlSet/Control/Lsa\RestrictAnonymousSAM","","1","=","Medium","Medium","Result=, Recommended=1",
"10333","Security Options (MS baseline)","System\CurrentControlSet\Control\Lsa\RestrictAnonymous","Registry","HKLM:\System/CurrentControlSet/Control/Lsa\RestrictAnonymous","","1","=","Medium","Medium","Result=, Recommended=1",
"10334","Security Options (MS baseline)","System\CurrentControlSet\Services\LanManServer\Parameters\RestrictNullSessAccess","Registry","HKLM:\System/CurrentControlSet/Services/LanManServer/Parameters\RestrictNullSessAccess","","1","=","Medium","Medium","Result=, Recommended=1",
"10335","Security Options (MS baseline)","System\CurrentControlSet\Control\Lsa\SCENoApplyLegacyAuditPolicy","Registry","HKLM:\System/CurrentControlSet/Control/Lsa\SCENoApplyLegacyAuditPolicy","","1","=","Medium","Medium","Result=, Recommended=1",
"10336","Security Options (MS baseline)","System\CurrentControlSet\Control\Lsa\MSV1_0\NTLMMinClientSec","Registry","HKLM:\System/CurrentControlSet/Control/Lsa/MSV1_0\NTLMMinClientSec","","537395200","=","Medium","Medium","Result=, Recommended=537395200",
"10337","Security Options (MS baseline)","System\CurrentControlSet\Control\Lsa\LmCompatibilityLevel","Registry","HKLM:\System/CurrentControlSet/Control/Lsa\LmCompatibilityLevel","","5","=","Medium","Medium","Result=, Recommended=5",
"10338","Security Options (MS baseline)","System\CurrentControlSet\Control\Lsa\MSV1_0\allownullsessionfallback","Registry","HKLM:\System/CurrentControlSet/Control/Lsa/MSV1_0\allownullsessionfallback","","0","=","Medium","Medium","Result=, Recommended=0",
"10339","Security Options (MS baseline)","System\CurrentControlSet\Control\Lsa\MSV1_0\NTLMMinServerSec","Registry","HKLM:\System/CurrentControlSet/Control/Lsa/MSV1_0\NTLMMinServerSec","","537395200","=","Medium","Medium","Result=, Recommended=537395200",
"10340","Security Options (MS baseline)","System\CurrentControlSet\Services\Netlogon\Parameters\requirestrongkey","Registry","HKLM:\System/CurrentControlSet/Services/Netlogon/Parameters\requirestrongkey","","1","=","Medium","Medium","Result=, Recommended=1",
"10341","Security Options (MS baseline)","System\CurrentControlSet\Services\LanmanWorkstation\Parameters\RequireSecuritySignature","Registry","HKLM:\System/CurrentControlSet/Services/LanmanWorkstation/Parameters\RequireSecuritySignature","","1","=","Medium","Medium","Result=, Recommended=1",
"10342","Security Options (MS baseline)","System\CurrentControlSet\Services\Netlogon\Parameters\sealsecurechannel","Registry","HKLM:\System/CurrentControlSet/Services/Netlogon/Parameters\sealsecurechannel","","1","=","Medium","Medium","Result=, Recommended=1",
"10343","Security Options (MS baseline)","System\CurrentControlSet\Services\Netlogon\Parameters\requiresignorseal","Registry","HKLM:\System/CurrentControlSet/Services/Netlogon/Parameters\requiresignorseal","","1","=","Medium","Medium","Result=, Recommended=1",
"10344","Security Options (MS baseline)","System\CurrentControlSet\Services\Netlogon\Parameters\signsecurechannel","Registry","HKLM:\System/CurrentControlSet/Services/Netlogon/Parameters\signsecurechannel","","1","=","Medium","Medium","Result=, Recommended=1",
"10345","Security Options (MS baseline)","System\CurrentControlSet\Services\LanManServer\Parameters\requiresecuritysignature","Registry","HKLM:\System/CurrentControlSet/Services/LanManServer/Parameters\requiresecuritysignature","","1","=","Medium","Medium","Result=, Recommended=1",
"10346","Security Options (MS baseline)","System\CurrentControlSet\Control\Session Manager\ProtectionMode","Registry","HKLM:\System/CurrentControlSet/Control/Session Manager\ProtectionMode","","1","=","Medium","Medium","Result=, Recommended=1",
"10347","Security Options (MS baseline)","Software\Microsoft\Windows\CurrentVersion\Policies\System\ConsentPromptBehaviorAdmin","Registry","HKLM:\Software/Microsoft/Windows/CurrentVersion/Policies/System\ConsentPromptBehaviorAdmin","","2","=","Medium","Medium","Result=, Recommended=2",
"10348","Security Options (MS baseline)","Software\Microsoft\Windows\CurrentVersion\Policies\System\EnableSecureUIAPaths","Registry","HKLM:\Software/Microsoft/Windows/CurrentVersion/Policies/System\EnableSecureUIAPaths","","1","=","Medium","Medium","Result=, Recommended=1",
"10349","Security Options (MS baseline)","Software\Microsoft\Windows\CurrentVersion\Policies\System\EnableLUA","Registry","HKLM:\Software/Microsoft/Windows/CurrentVersion/Policies/System\EnableLUA","","1","=","Medium","Medium","Result=, Recommended=1",
"10350","Security Options (MS baseline)","Software\Microsoft\Windows\CurrentVersion\Policies\System\ConsentPromptBehaviorUser","Registry","HKLM:\Software/Microsoft/Windows/CurrentVersion/Policies/System\ConsentPromptBehaviorUser","","0","=","Medium","Medium","Result=, Recommended=0",
"10351","Security Options (MS baseline)","Software\Microsoft\Windows\CurrentVersion\Policies\System\EnableInstallerDetection","Registry","HKLM:\Software/Microsoft/Windows/CurrentVersion/Policies/System\EnableInstallerDetection","","1","=","Medium","Medium","Result=, Recommended=1",
"10352","Security Options (MS baseline)","Software\Microsoft\Windows\CurrentVersion\Policies\System\FilterAdministratorToken","Registry","HKLM:\Software/Microsoft/Windows/CurrentVersion/Policies/System\FilterAdministratorToken","","1","=","Medium","Medium","Result=, Recommended=1",
"10353","Security Options (MS baseline)","Software\Microsoft\Windows\CurrentVersion\Policies\System\EnableVirtualization","Registry","HKLM:\Software/Microsoft/Windows/CurrentVersion/Policies/System\EnableVirtualization","","1","=","Medium","Medium","Result=, Recommended=1",
"10354","Security Options (MS baseline)","System\CurrentControlSet\Services\LDAP\LDAPClientIntegrity","Registry","HKLM:\System/CurrentControlSet/Services/LDAP\LDAPClientIntegrity","","1","=","Medium","Medium","Result=, Recommended=1",
"10355","Security Options (MS baseline)","System\CurrentControlSet\Control\Lsa\RestrictRemoteSAM","Registry","HKLM:\System/CurrentControlSet/Control/Lsa\RestrictRemoteSAM","","""O:BAG:BAD:(A;;RC;;;BA)""","=","Medium","Medium","Result=, Recommended=""O:BAG:BAD:(A;;RC;;;BA)""",
"10356","Security Options (MS baseline)","System\CurrentControlSet\Services\Netlogon\Parameters\DisablePasswordChange","Registry","HKLM:\System/CurrentControlSet/Services/Netlogon/Parameters\DisablePasswordChange","","0","=","Medium","Medium","Result=, Recommended=0",
"10357","User Rights (MS baseline)","User Right: SeSecurityPrivilege","accesschk","User right: SeSecurityPrivilege","","*S-1-5-32-544","set=","Medium","Skipped","Requires elevation; session not admin",
"10358","User Rights (MS baseline)","User Right: SeRestorePrivilege","accesschk","User right: SeRestorePrivilege","","*S-1-5-32-544","set=","Medium","Skipped","Requires elevation; session not admin",
"10359","User Rights (MS baseline)","User Right: SeTakeOwnershipPrivilege","accesschk","User right: SeTakeOwnershipPrivilege","","*S-1-5-32-544","set=","Medium","Skipped","Requires elevation; session not admin",
"10360","User Rights (MS baseline)","User Right: SeBackupPrivilege","accesschk","User right: SeBackupPrivilege","","*S-1-5-32-544","set=","Medium","Skipped","Requires elevation; session not admin",
"10361","User Rights (MS baseline)","User Right: SeDenyRemoteInteractiveLogonRight","accesschk","User right: SeDenyRemoteInteractiveLogonRight","","*S-1-5-113","set=","Medium","Skipped","Requires elevation; session not admin",
"10362","User Rights (MS baseline)","User Right: SeCreatePermanentPrivilege","accesschk","User right: SeCreatePermanentPrivilege","","","set=","Medium","Skipped","Requires elevation; session not admin",
"10363","User Rights (MS baseline)","User Right: SeManageVolumePrivilege","accesschk","User right: SeManageVolumePrivilege","","*S-1-5-32-544","set=","Medium","Skipped","Requires elevation; session not admin",
"10364","User Rights (MS baseline)","User Right: SeLoadDriverPrivilege","accesschk","User right: SeLoadDriverPrivilege","","*S-1-5-32-544","set=","Medium","Skipped","Requires elevation; session not admin",
"10365","User Rights (MS baseline)","User Right: SeLockMemoryPrivilege","accesschk","User right: SeLockMemoryPrivilege","","","set=","Medium","Skipped","Requires elevation; session not admin",
"10366","User Rights (MS baseline)","User Right: SeDenyNetworkLogonRight","accesschk","User right: SeDenyNetworkLogonRight","","*S-1-5-113","set=","Medium","Skipped","Requires elevation; session not admin",
"10367","User Rights (MS baseline)","User Right: SeNetworkLogonRight","accesschk","User right: SeNetworkLogonRight","","*S-1-5-32-555,*S-1-5-32-544","set=","Medium","Skipped","Requires elevation; session not admin",
"10368","User Rights (MS baseline)","User Right: SeImpersonatePrivilege","accesschk","User right: SeImpersonatePrivilege","","*S-1-5-6,*S-1-5-99-216390572-1995538116-3857911515-2404958512-2623887229,*S-1-5-20,*S-1-5-19,*S-1-5-32-544","set=","Medium","Skipped","Requires elevation; session not admin",
"10369","User Rights (MS baseline)","User Right: SeCreateTokenPrivilege","accesschk","User right: SeCreateTokenPrivilege","","","set=","Medium","Skipped","Requires elevation; session not admin",
"10370","User Rights (MS baseline)","User Right: SeCreateGlobalPrivilege","accesschk","User right: SeCreateGlobalPrivilege","","*S-1-5-20,*S-1-5-19,*S-1-5-6,*S-1-5-32-544","set=","Medium","Skipped","Requires elevation; session not admin",
"10371","User Rights (MS baseline)","User Right: SeSystemEnvironmentPrivilege","accesschk","User right: SeSystemEnvironmentPrivilege","","*S-1-5-32-544","set=","Medium","Skipped","Requires elevation; session not admin",
"10372","User Rights (MS baseline)","User Right: SeCreatePagefilePrivilege","accesschk","User right: SeCreatePagefilePrivilege","","*S-1-5-32-544","set=","Medium","Skipped","Requires elevation; session not admin",
"10373","User Rights (MS baseline)","User Right: SeInteractiveLogonRight","accesschk","User right: SeInteractiveLogonRight","","*S-1-5-32-545,*S-1-5-32-544","set=","Medium","Skipped","Requires elevation; session not admin",
"10374","User Rights (MS baseline)","User Right: SeRemoteShutdownPrivilege","accesschk","User right: SeRemoteShutdownPrivilege","","*S-1-5-32-544","set=","Medium","Skipped","Requires elevation; session not admin",
"10375","User Rights (MS baseline)","User Right: SeDebugPrivilege","accesschk","User right: SeDebugPrivilege","","*S-1-5-32-544","set=","Medium","Skipped","Requires elevation; session not admin",
"10376","User Rights (MS baseline)","User Right: SeTrustedCredManAccessPrivilege","accesschk","User right: SeTrustedCredManAccessPrivilege","","","set=","Medium","Skipped","Requires elevation; session not admin",
"10377","User Rights (MS baseline)","User Right: SeProfileSingleProcessPrivilege","accesschk","User right: SeProfileSingleProcessPrivilege","","*S-1-5-32-544","set=","Medium","Skipped","Requires elevation; session not admin",
"10378","User Rights (MS baseline)","User Right: SeTcbPrivilege","accesschk","User right: SeTcbPrivilege","","","set=","Medium","Skipped","Requires elevation; session not admin",
"10379","User Rights (MS baseline)","User Right: SeEnableDelegationPrivilege","accesschk","User right: SeEnableDelegationPrivilege","","","set=","Medium","Skipped","Requires elevation; session not admin",
"10380","Audit Policy (MS baseline)","Audit: Audit Credential Validation","auditpol","Audit subcategory: Audit Credential Validation","","Success and Failure","=","Medium","Skipped","Requires elevation; session not admin",
"10381","Audit Policy (MS baseline)","Audit: Audit Security Group Management","auditpol","Audit subcategory: Audit Security Group Management","","Success","=","Medium","Skipped","Requires elevation; session not admin",
"10382","Audit Policy (MS baseline)","Audit: Audit User Account Management","auditpol","Audit subcategory: Audit User Account Management","","Success and Failure","=","Medium","Skipped","Requires elevation; session not admin",
"10383","Audit Policy (MS baseline)","Audit: Audit PNP Activity","auditpol","Audit subcategory: Audit PNP Activity","","Success","=","Medium","Skipped","Requires elevation; session not admin",
"10384","Audit Policy (MS baseline)","Audit: Audit Process Creation","auditpol","Audit subcategory: Audit Process Creation","","Success","=","Medium","Skipped","Requires elevation; session not admin",
"10385","Audit Policy (MS baseline)","Audit: Audit Account Lockout","auditpol","Audit subcategory: Audit Account Lockout","","Failure","=","Medium","Skipped","Requires elevation; session not admin",
"10386","Audit Policy (MS baseline)","Audit: Audit Group Membership","auditpol","Audit subcategory: Audit Group Membership","","Success","=","Medium","Skipped","Requires elevation; session not admin",
"10387","Audit Policy (MS baseline)","Audit: Audit Logon","auditpol","Audit subcategory: Audit Logon","","Success and Failure","=","Medium","Skipped","Requires elevation; session not admin",
"10388","Audit Policy (MS baseline)","Audit: Audit Other Logon/Logoff Events","auditpol","Audit subcategory: Audit Other Logon/Logoff Events","","Success and Failure","=","Medium","Skipped","Requires elevation; session not admin",
"10389","Audit Policy (MS baseline)","Audit: Audit Special Logon","auditpol","Audit subcategory: Audit Special Logon","","Success","=","Medium","Skipped","Requires elevation; session not admin",
"10390","Audit Policy (MS baseline)","Audit: Audit Detailed File Share","auditpol","Audit subcategory: Audit Detailed File Share","","Failure","=","Medium","Skipped","Requires elevation; session not admin",
"10391","Audit Policy (MS baseline)","Audit: Audit File Share","auditpol","Audit subcategory: Audit File Share","","Success and Failure","=","Medium","Skipped","Requires elevation; session not admin",
"10392","Audit Policy (MS baseline)","Audit: Audit Other Object Access Events","auditpol","Audit subcategory: Audit Other Object Access Events","","Success and Failure","=","Medium","Skipped","Requires elevation; session not admin",
"10393","Audit Policy (MS baseline)","Audit: Audit Removable Storage","auditpol","Audit subcategory: Audit Removable Storage","","Success and Failure","=","Medium","Skipped","Requires elevation; session not admin",
"10394","Audit Policy (MS baseline)","Audit: Audit Audit Policy Change","auditpol","Audit subcategory: Audit Audit Policy Change","","Success","=","Medium","Skipped","Requires elevation; session not admin",
"10395","Audit Policy (MS baseline)","Audit: Audit Authentication Policy Change","auditpol","Audit subcategory: Audit Authentication Policy Change","","Success","=","Medium","Skipped","Requires elevation; session not admin",
"10396","Audit Policy (MS baseline)","Audit: Audit MPSSVC Rule-Level Policy Change","auditpol","Audit subcategory: Audit MPSSVC Rule-Level Policy Change","","Success and Failure","=","Medium","Skipped","Requires elevation; session not admin",
"10397","Audit Policy (MS baseline)","Audit: Audit Other Policy Change Events","auditpol","Audit subcategory: Audit Other Policy Change Events","","Failure","=","Medium","Skipped","Requires elevation; session not admin",
"10398","Audit Policy (MS baseline)","Audit: Audit Sensitive Privilege Use","auditpol","Audit subcategory: Audit Sensitive Privilege Use","","Success","=","Medium","Skipped","Requires elevation; session not admin",
"10399","Audit Policy (MS baseline)","Audit: Audit Other System Events","auditpol","Audit subcategory: Audit Other System Events","","Success and Failure","=","Medium","Skipped","Requires elevation; session not admin",
"10400","Audit Policy (MS baseline)","Audit: Audit Security State Change","auditpol","Audit subcategory: Audit Security State Change","","Success","=","Medium","Skipped","Requires elevation; session not admin",
"10401","Audit Policy (MS baseline)","Audit: Audit Security System Extension","auditpol","Audit subcategory: Audit Security System Extension","","Success","=","Medium","Skipped","Requires elevation; session not admin",
"10402","Audit Policy (MS baseline)","Audit: Audit System Integrity","auditpol","Audit subcategory: Audit System Integrity","","Success and Failure","=","Medium","Skipped","Requires elevation; session not admin",
